pairs,n_pairs,risk_pct,annual_return_pct,mtm_dd_pct,realized_dd_pct,profit_factor,sharpe,winrate_pct,trades,years,final_balance
1000PEPEUSDT+RUNEUSDT+WLDUSDT+XLMUSDT,4,1.0,174.26,23.66,20.53,2.001,1.37,37.14,630,2.95,1957880.8
1000PEPEUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,0.75,103.53,23.91,8.94,2.255,1.184,40.87,531,2.98,828606.21
1000PEPEUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,1.0,145.05,27.5,11.78,2.189,1.178,40.87,531,2.98,1439631.59
1000PEPEUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,0.75,118.96,22.94,12.98,2.134,1.396,39.17,628,2.98,1029812.3
1000PEPEUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,1.0,167.23,26.36,16.97,2.071,1.416,39.17,628,2.98,1863003.42
1000PEPEUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,0.75,124.21,26.26,14.14,2.101,1.234,38.54,646,2.98,1105093.94
1000PEPEUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,1.0,172.72,30.48,18.42,2.024,1.218,38.54,646,2.98,1979310.95
1000PEPEUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,0.75,115.86,22.94,15.37,2.082,1.379,39.51,653,2.98,987084.9
1000PEPEUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,1.0,161.88,26.36,20.01,2.017,1.398,39.51,653,2.98,1754294.85
1000PEPEUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,0.75,122.38,26.26,14.14,2.072,1.225,39.16,669,2.98,1078416.91
1000PEPEUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,1.0,170.15,30.48,18.42,1.997,1.21,39.16,669,2.98,1924196.3
1000PEPEUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,0.75,122.14,26.58,17.09,1.959,1.225,37.39,690,2.98,1075039.13
1000PEPEUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,1.0,169.18,30.86,22.22,1.871,1.211,37.39,690,2.98,1903821.44
1000PEPEUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,0.75,78.93,20.22,9.38,2.107,1.165,40.84,502,2.95,555836.85
1000PEPEUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,1.0,106.85,22.49,12.33,2.047,1.187,40.84,502,2.95,852285.59
1000PEPEUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,0.75,97.18,22.8,9.5,2.212,1.098,39.66,532,2.95,740091.85
1000PEPEUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,1.0,133.73,25.68,12.47,2.156,1.093,39.66,532,2.95,1221823.7
1000PEPEUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,0.75,115.01,20.8,13.34,2.102,1.302,37.8,627,2.95,955260.73
1000PEPEUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,1.0,158.93,23.66,17.43,2.037,1.316,37.8,627,2.95,1652554.15
1000PEPEUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,0.75,105.03,20.8,13.96,2.037,1.25,38.79,647,2.95,830452.15
1000PEPEUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,1.0,143.68,23.66,18.41,1.974,1.261,38.79,647,2.95,1381634.09
MUSDT+TONUSDT+DYDXUSDT+RUNEUSDT,4,0.75,69.73,29.69,14.1,2.809,1.199,35.59,354,2.71,419954.63
MUSDT+TONUSDT+DYDXUSDT+RUNEUSDT,4,1.0,95.56,33.07,18.38,2.899,1.197,35.59,354,2.71,616716.43
MUSDT+TONUSDT+DYDXUSDT+XRPUSDT,4,0.75,81.23,30.02,12.92,2.586,1.284,37.1,496,2.98,586631.34
MUSDT+TONUSDT+DYDXUSDT+XRPUSDT,4,1.0,112.45,33.42,16.87,2.678,1.284,37.1,496,2.98,941435.71
MUSDT+TONUSDT+DYDXUSDT+BOMEUSDT,4,0.75,65.08,29.69,11.18,3.004,1.152,38.29,350,2.71,389496.67
MUSDT+TONUSDT+DYDXUSDT+BOMEUSDT,4,1.0,89.19,33.07,14.3,3.181,1.154,38.29,350,2.71,563704.07
MUSDT+TONUSDT+DYDXUSDT+ENSUSDT,4,0.75,61.26,29.69,11.18,2.728,1.124,38.95,380,2.71,365503.01
MUSDT+TONUSDT+DYDXUSDT+ENSUSDT,4,1.0,83.53,33.07,14.3,2.857,1.125,38.95,380,2.71,519142.8
MUSDT+TONUSDT+DYDXUSDT+WLDUSDT,4,0.75,80.16,29.7,13.01,2.601,1.291,36.31,482,2.83,527879.58
MUSDT+TONUSDT+DYDXUSDT+WLDUSDT,4,1.0,111.1,33.09,17.01,2.696,1.289,36.31,482,2.83,826186.87
MUSDT+TONUSDT+DYDXUSDT+XLMUSDT,4,0.75,77.38,30.17,15.07,2.632,1.155,36.84,494,2.94,539359.35
MUSDT+TONUSDT+DYDXUSDT+XLMUSDT,4,1.0,105.63,33.86,19.66,2.744,1.155,36.84,494,2.94,832919.91
MUSDT+TONUSDT+RUNEUSDT+XRPUSDT,4,0.75,71.17,30.02,17.13,2.273,1.191,35.93,501,2.98,495012.81
MUSDT+TONUSDT+RUNEUSDT+XRPUSDT,4,1.0,97.02,33.42,22.2,2.291,1.189,35.93,501,2.98,752181.47
MUSDT+TONUSDT+RUNEUSDT+BOMEUSDT,4,0.75,67.1,29.69,12.29,2.877,1.171,36.41,357,2.71,402534.54
MUSDT+TONUSDT+RUNEUSDT+BOMEUSDT,4,1.0,91.81,33.07,16.05,2.991,1.17,36.41,357,2.71,585196.96
MUSDT+TONUSDT+RUNEUSDT+ENSUSDT,4,0.75,59.69,29.69,13.1,2.581,1.095,36.68,368,2.71,355946.79
MUSDT+TONUSDT+RUNEUSDT+ENSUSDT,4,1.0,80.85,33.07,17.11,2.641,1.095,36.68,368,2.71,498850.17
MUSDT+TONUSDT+RUNEUSDT+WLDUSDT,4,0.75,83.37,29.7,14.64,2.604,1.311,35.15,478,2.83,554882.34
MUSDT+TONUSDT+RUNEUSDT+WLDUSDT,4,1.0,115.33,33.09,19.06,2.665,1.307,35.15,478,2.83,873830.62
MUSDT+TONUSDT+RUNEUSDT+XLMUSDT,4,0.75,75.72,30.17,15.72,2.465,1.136,35.44,491,2.94,524689.85
MUSDT+TONUSDT+RUNEUSDT+XLMUSDT,4,1.0,102.64,33.86,20.42,2.506,1.135,35.44,491,2.94,797836.04
MUSDT+TONUSDT+XRPUSDT+BOMEUSDT,4,0.75,76.59,30.02,12.44,2.528,1.234,37.33,501,2.98,543112.5
MUSDT+TONUSDT+XRPUSDT+BOMEUSDT,4,1.0,105.31,33.42,16.25,2.612,1.234,37.33,501,2.98,850340.12
MUSDT+TONUSDT+XRPUSDT+ENSUSDT,4,0.75,75.52,30.02,13.26,2.522,1.243,38.04,510,2.98,533354.93
MUSDT+TONUSDT+XRPUSDT+ENSUSDT,4,1.0,103.86,33.42,17.35,2.608,1.242,38.04,510,2.98,832588.72
MUSDT+TONUSDT+XRPUSDT+WLDUSDT,4,0.75,101.39,30.03,16.61,2.469,1.423,36.51,630,2.98,803003.24
MUSDT+TONUSDT+XRPUSDT+WLDUSDT,4,1.0,142.44,33.44,21.56,2.537,1.42,36.51,630,2.98,1394533.09
MUSDT+TONUSDT+XRPUSDT+XLMUSDT,4,0.75,94.23,30.4,16.08,2.453,1.275,36.77,631,2.98,720896.27
MUSDT+TONUSDT+XRPUSDT+XLMUSDT,4,1.0,128.73,33.84,21.01,2.525,1.267,36.77,631,2.98,1172698.32
MUSDT+TONUSDT+BOMEUSDT+ENSUSDT,4,0.75,60.3,29.69,11.18,2.876,1.117,39.63,376,2.71,359664.34
MUSDT+TONUSDT+BOMEUSDT+ENSUSDT,4,1.0,82.07,33.07,14.3,3.039,1.116,39.63,376,2.71,508026.58
MUSDT+TONUSDT+BOMEUSDT+WLDUSDT,4,0.75,78.1,29.7,13.57,2.685,1.271,37.11,477,2.83,511039.68
MUSDT+TONUSDT+BOMEUSDT+WLDUSDT,4,1.0,108.01,33.09,17.78,2.808,1.269,37.11,477,2.83,792528.34
MUSDT+TONUSDT+BOMEUSDT+XLMUSDT,4,0.75,75.74,30.17,15.07,2.704,1.141,37.7,496,2.94,524819.79
MUSDT+TONUSDT+BOMEUSDT+XLMUSDT,4,1.0,103.14,33.86,19.66,2.839,1.141,37.7,496,2.94,803644.12
MUSDT+TONUSDT+ENSUSDT+WLDUSDT,4,0.75,74.84,29.7,15.66,2.535,1.25,37.65,502,2.83,485027.88
MUSDT+TONUSDT+ENSUSDT+WLDUSDT,4,1.0,102.72,33.09,20.44,2.62,1.246,37.65,502,2.83,736870.51
MUSDT+TONUSDT+ENSUSDT+XLMUSDT,4,0.75,72.89,30.17,15.07,2.575,1.121,38.4,513,2.94,500165.85
MUSDT+TONUSDT+ENSUSDT+XLMUSDT,4,1.0,98.86,33.86,19.66,2.682,1.12,38.4,513,2.94,754789.31
MUSDT+TONUSDT+WLDUSDT+XLMUSDT,4,0.75,90.52,30.09,19.61,2.34,1.244,36.18,633,2.94,665521.35
MUSDT+TONUSDT+WLDUSDT+XLMUSDT,4,1.0,124.1,33.51,25.31,2.38,1.241,36.18,633,2.94,1072593.3
MUSDT+DYDXUSDT+RUNEUSDT+XRPUSDT,4,0.75,56.2,15.49,13.61,1.992,1.412,36.5,400,2.98,376953.14
MUSDT+DYDXUSDT+RUNEUSDT+XRPUSDT,4,1.0,76.86,20.08,17.77,1.94,1.406,36.5,400,2.98,545587.51
MUSDT+DYDXUSDT+RUNEUSDT+BOMEUSDT,4,0.75,104.33,13.77,11.16,2.271,1.696,38.67,256,1.25,245047.16
MUSDT+DYDXUSDT+RUNEUSDT+BOMEUSDT,4,1.0,150.05,17.81,14.65,2.255,1.683,38.67,256,1.25,315682.99
MUSDT+DYDXUSDT+RUNEUSDT+ENSUSDT,4,0.75,85.41,12.86,10.68,2.005,1.666,39.03,269,1.26,217173.35
MUSDT+DYDXUSDT+RUNEUSDT+ENSUSDT,4,1.0,121.21,16.73,14.01,1.979,1.654,39.03,269,1.26,271098.1
MUSDT+DYDXUSDT+RUNEUSDT+WLDUSDT,4,0.75,54.93,16.61,12.91,2.042,1.482,35.84,385,2.83,344644.91
MUSDT+DYDXUSDT+RUNEUSDT+WLDUSDT,4,1.0,75.15,21.28,16.88,2.007,1.474,35.84,385,2.83,487441.9
MUSDT+DYDXUSDT+RUNEUSDT+XLMUSDT,4,0.75,52.79,17.4,15.73,2.027,1.135,36.83,391,2.94,347758.11
MUSDT+DYDXUSDT+RUNEUSDT+XLMUSDT,4,1.0,71.02,22.55,20.47,1.991,1.129,36.83,391,2.94,484442.61
MUSDT+DYDXUSDT+XRPUSDT+BOMEUSDT,4,0.75,47.85,13.28,8.34,1.924,1.315,37.78,397,2.98,320108.73
MUSDT+DYDXUSDT+XRPUSDT+BOMEUSDT,4,1.0,65.09,17.09,10.97,1.893,1.312,37.78,397,2.98,444444.46
MUSDT+DYDXUSDT+XRPUSDT+ENSUSDT,4,0.75,46.98,14.27,9.94,1.904,1.358,38.74,413,2.98,314523.23
MUSDT+DYDXUSDT+XRPUSDT+ENSUSDT,4,1.0,64.07,18.5,13.07,1.875,1.353,38.74,413,2.98,436321.31
MUSDT+DYDXUSDT+XRPUSDT+WLDUSDT,4,0.75,68.83,16.88,11.97,1.892,1.522,36.64,535,2.98,475119.32
MUSDT+DYDXUSDT+XRPUSDT+WLDUSDT,4,1.0,95.62,21.62,15.67,1.85,1.518,36.64,535,2.98,736427.64
MUSDT+DYDXUSDT+XRPUSDT+XLMUSDT,4,0.75,66.88,21.32,16.09,1.952,1.283,37.08,534,2.98,458993.94
MUSDT+DYDXUSDT+XRPUSDT+XLMUSDT,4,1.0,90.13,27.2,21.01,1.925,1.272,37.08,534,2.98,676637.87
MUSDT+DYDXUSDT+BOMEUSDT+ENSUSDT,4,0.75,71.36,11.87,7.15,1.993,1.59,40.52,269,1.26,196718.04
MUSDT+DYDXUSDT+BOMEUSDT+ENSUSDT,4,1.0,100.72,15.42,9.48,2.001,1.583,40.52,269,1.26,239940.66
MUSDT+DYDXUSDT+BOMEUSDT+WLDUSDT,4,0.75,49.72,14.66,11.99,2.088,1.4,37.86,383,2.83,312891.14
MUSDT+DYDXUSDT+BOMEUSDT+WLDUSDT,4,1.0,68.18,18.99,15.72,2.093,1.398,37.86,383,2.83,434577.9
MUSDT+DYDXUSDT+BOMEUSDT+XLMUSDT,4,0.75,49.7,17.4,15.73,2.098,1.083,38.38,396,2.94,327494.36
MUSDT+DYDXUSDT+BOMEUSDT+XLMUSDT,4,1.0,66.72,22.55,20.47,2.1,1.08,38.38,396,2.94,449501.74
MUSDT+DYDXUSDT+ENSUSDT+WLDUSDT,4,0.75,40.25,15.58,11.39,1.775,1.339,37.9,409,2.83,260128.83
MUSDT+DYDXUSDT+ENSUSDT+WLDUSDT,4,1.0,54.46,20.12,14.92,1.75,1.337,37.9,409,2.83,341718.36
MUSDT+DYDXUSDT+ENSUSDT+XLMUSDT,4,0.75,46.48,17.4,15.73,1.985,1.071,39.57,422,2.94,307229.02
MUSDT+DYDXUSDT+ENSUSDT+XLMUSDT,4,1.0,62.53,22.55,20.47,1.985,1.069,39.57,422,2.94,417119.07
MUSDT+DYDXUSDT+WLDUSDT+XLMUSDT,4,0.75,60.71,19.49,18.03,1.836,1.214,36.12,526,2.94,403503.59
MUSDT+DYDXUSDT+WLDUSDT+XLMUSDT,4,1.0,82.32,25.15,23.35,1.794,1.209,36.12,526,2.94,584729.2
MUSDT+RUNEUSDT+XRPUSDT+BOMEUSDT,4,0.75,51.58,14.21,12.58,1.948,1.329,37.19,406,2.98,344759.91
MUSDT+RUNEUSDT+XRPUSDT+BOMEUSDT,4,1.0,70.2,18.47,16.43,1.902,1.325,37.19,406,2.98,486693.16
MUSDT+RUNEUSDT+XRPUSDT+ENSUSDT,4,0.75,50.92,15.81,11.41,1.932,1.369,38.15,422,2.98,340342.02
MUSDT+RUNEUSDT+XRPUSDT+ENSUSDT,4,1.0,69.6,20.21,15.0,1.887,1.364,38.15,422,2.98,481584.47
MUSDT+RUNEUSDT+XRPUSDT+WLDUSDT,4,0.75,71.77,20.83,17.23,1.879,1.525,36.26,546,2.98,500123.42
MUSDT+RUNEUSDT+XRPUSDT+WLDUSDT,4,1.0,99.53,26.46,22.38,1.821,1.52,36.26,546,2.98,781125.06
MUSDT+RUNEUSDT+XRPUSDT+XLMUSDT,4,0.75,65.87,21.32,16.09,1.866,1.259,36.6,541,2.98,450729.68
MUSDT+RUNEUSDT+XRPUSDT+XLMUSDT,4,1.0,88.37,27.2,21.01,1.813,1.247,36.6,541,2.98,658120.36
MUSDT+RUNEUSDT+BOMEUSDT+ENSUSDT,4,0.75,77.64,12.58,10.24,1.996,1.578,39.78,279,1.26,205816.14
MUSDT+RUNEUSDT+BOMEUSDT+ENSUSDT,4,1.0,109.68,16.37,13.52,1.982,1.569,39.78,279,1.26,253478.37
MUSDT+RUNEUSDT+BOMEUSDT+WLDUSDT,4,0.75,51.95,17.13,14.93,2.063,1.422,36.95,387,2.83,326207.61
MUSDT+RUNEUSDT+BOMEUSDT+WLDUSDT,4,1.0,71.0,22.15,19.45,2.041,1.417,36.95,387,2.83,455495.6
MUSDT+RUNEUSDT+BOMEUSDT+XLMUSDT,4,0.75,49.46,17.4,15.73,2.0,1.089,37.72,403,2.94,325942.62
MUSDT+RUNEUSDT+BOMEUSDT+XLMUSDT,4,1.0,66.37,22.55,20.47,1.971,1.085,37.72,403,2.94,446706.91
MUSDT+RUNEUSDT+ENSUSDT+WLDUSDT,4,0.75,46.35,19.41,15.64,1.874,1.39,37.25,408,2.83,293364.65
MUSDT+RUNEUSDT+ENSUSDT+WLDUSDT,4,1.0,62.76,24.9,20.49,1.832,1.385,37.25,408,2.83,396206.39
MUSDT+RUNEUSDT+ENSUSDT+XLMUSDT,4,0.75,48.68,17.4,15.73,1.987,1.093,39.09,417,2.94,321012.67
MUSDT+RUNEUSDT+ENSUSDT+XLMUSDT,4,1.0,65.5,22.55,20.47,1.959,1.09,39.09,417,2.94,439910.04
MUSDT+RUNEUSDT+WLDUSDT+XLMUSDT,4,0.75,64.06,22.02,18.45,1.832,1.235,35.87,538,2.94,428763.9
MUSDT+RUNEUSDT+WLDUSDT+XLMUSDT,4,1.0,86.81,28.16,23.99,1.776,1.23,35.87,538,2.94,628142.05
MUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,0.75,46.2,15.31,10.18,1.964,1.302,39.13,414,2.98,309595.9
MUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,1.0,62.92,19.31,13.43,1.95,1.299,39.13,414,2.98,427299.9
MUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,0.75,61.87,19.8,16.2,1.826,1.413,37.55,538,2.98,419168.88
MUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,1.0,85.32,25.36,21.07,1.788,1.412,37.55,538,2.98,626973.03
MUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,0.75,60.87,21.32,16.09,1.89,1.202,37.36,538,2.98,411542.38
MUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,1.0,81.29,27.2,21.01,1.861,1.192,37.36,538,2.98,587198.8
MUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,0.75,66.7,21.98,18.07,1.918,1.518,38.06,557,2.98,457512.65
MUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,1.0,92.45,28.02,23.42,1.893,1.515,38.06,557,2.98,701437.06
MUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,0.75,62.14,21.32,16.09,1.913,1.242,38.71,558,2.98,421261.19
MUSDT+XRPUSDT+ENSUSDT+XLMUSDT,4,1.0,83.45,27.2,21.01,1.889,1.231,38.71,558,2.98,608300.57
MUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,0.75,80.7,24.98,21.02,1.81,1.376,36.42,681,2.98,581582.58
MUSDT+XRPUSDT+WLDUSDT+XLMUSDT,4,1.0,110.12,31.69,27.07,1.763,1.368,36.42,681,2.98,911065.07
MUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,0.75,43.29,18.25,14.55,1.961,1.362,38.65,401,2.83,276376.68
MUSDT+BOMEUSDT+ENSUSDT+WLDUSDT,4,1.0,58.8,23.67,19.1,1.961,1.36,38.65,401,2.83,369517.01
MUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,0.75,44.71,17.4,15.73,2.03,1.045,40.28,422,2.94,296436.56
MUSDT+BOMEUSDT+ENSUSDT+XLMUSDT,4,1.0,59.9,22.55,20.47,2.04,1.042,40.28,422,2.94,397547.74
MUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,0.75,55.46,21.24,18.03,1.774,1.144,37.17,538,2.94,365955.26
MUSDT+BOMEUSDT+WLDUSDT+XLMUSDT,4,1.0,74.78,27.37,23.35,1.737,1.141,37.17,538,2.94,516421.66
MUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,0.75,60.04,22.96,20.15,1.877,1.217,37.88,557,2.94,398610.1
MUSDT+ENSUSDT+WLDUSDT+XLMUSDT,4,1.0,81.41,29.39,26.06,1.853,1.213,37.88,557,2.94,576215.17
TONUSDT+DYDXUSDT+RUNEUSDT+XRPUSDT,4,0.75,59.46,30.02,14.37,2.161,1.082,35.71,476,2.98,400880.98
TONUSDT+DYDXUSDT+RUNEUSDT+XRPUSDT,4,1.0,79.7,33.42,18.73,2.185,1.079,35.71,476,2.98,572071.89
TONUSDT+DYDXUSDT+RUNEUSDT+BOMEUSDT,4,0.75,42.82,29.69,15.32,2.305,0.893,35.86,343,2.71,262949.72
TONUSDT+DYDXUSDT+RUNEUSDT+BOMEUSDT,4,1.0,56.26,33.07,19.91,2.366,0.893,35.86,343,2.71,335559.84
TONUSDT+DYDXUSDT+RUNEUSDT+ENSUSDT,4,0.75,46.36,29.69,11.18,2.373,0.958,37.57,346,2.71,281000.38
TONUSDT+DYDXUSDT+RUNEUSDT+ENSUSDT,4,1.0,61.67,33.07,14.3,2.443,0.956,37.57,346,2.71,368058.49
TONUSDT+DYDXUSDT+RUNEUSDT+WLDUSDT,4,0.75,68.07,29.7,16.42,2.37,1.169,35.21,463,2.83,433812.27
TONUSDT+DYDXUSDT+RUNEUSDT+WLDUSDT,4,1.0,92.56,33.09,21.36,2.425,1.166,35.21,463,2.83,637164.52
TONUSDT+DYDXUSDT+RUNEUSDT+XLMUSDT,4,0.75,70.55,30.17,18.03,2.331,1.094,34.52,478,2.94,480569.92
TONUSDT+DYDXUSDT+RUNEUSDT+XLMUSDT,4,1.0,94.77,33.86,23.34,2.359,1.091,34.52,478,2.94,710101.22
TONUSDT+DYDXUSDT+XRPUSDT+BOMEUSDT,4,0.75,60.98,30.02,12.22,2.268,1.087,36.19,478,2.98,412364.03
TONUSDT+DYDXUSDT+XRPUSDT+BOMEUSDT,4,1.0,81.76,33.42,16.01,2.316,1.084,36.19,478,2.98,591767.59
TONUSDT+DYDXUSDT+XRPUSDT+ENSUSDT,4,0.75,70.7,30.02,12.05,2.41,1.21,37.73,493,2.98,490968.87
TONUSDT+DYDXUSDT+XRPUSDT+ENSUSDT,4,1.0,96.6,33.42,15.8,2.483,1.207,37.73,493,2.98,747420.14
TONUSDT+DYDXUSDT+XRPUSDT+WLDUSDT,4,0.75,76.39,30.03,20.19,2.109,1.22,35.81,620,2.98,541242.47
TONUSDT+DYDXUSDT+XRPUSDT+WLDUSDT,4,1.0,104.11,33.44,26.04,2.143,1.217,35.81,620,2.98,835705.71
TONUSDT+DYDXUSDT+XRPUSDT+XLMUSDT,4,0.75,86.37,30.4,16.08,2.297,1.223,36.5,622,2.98,637576.88
TONUSDT+DYDXUSDT+XRPUSDT+XLMUSDT,4,1.0,116.66,33.84,21.01,2.345,1.213,36.5,622,2.98,997945.63
TONUSDT+DYDXUSDT+BOMEUSDT+ENSUSDT,4,0.75,49.63,29.69,11.18,2.504,0.988,39.06,361,2.71,298353.3
TONUSDT+DYDXUSDT+BOMEUSDT+ENSUSDT,4,1.0,66.17,33.07,14.3,2.603,0.987,39.06,361,2.71,396498.91
TONUSDT+DYDXUSDT+BOMEUSDT+WLDUSDT,4,0.75,60.4,29.71,18.4,2.29,1.083,36.31,471,2.83,380175.02
TONUSDT+DYDXUSDT+BOMEUSDT+WLDUSDT,4,1.0,81.34,33.09,23.85,2.364,1.082,36.31,471,2.83,537744.51
TONUSDT+DYDXUSDT+BOMEUSDT+XLMUSDT,4,0.75,65.63,30.17,15.07,2.449,1.048,36.78,484,2.94,440895.43
TONUSDT+DYDXUSDT+BOMEUSDT+XLMUSDT,4,1.0,87.69,33.86,19.66,2.534,1.046,36.78,484,2.94,636886.65
TONUSDT+DYDXUSDT+ENSUSDT+WLDUSDT,4,0.75,48.47,29.7,11.96,1.984,0.972,37.01,489,2.83,305530.02
TONUSDT+DYDXUSDT+ENSUSDT+WLDUSDT,4,1.0,64.44,33.09,15.65,2.018,0.97,37.01,489,2.83,407822.94
TONUSDT+DYDXUSDT+ENSUSDT+XLMUSDT,4,0.75,67.37,30.17,15.07,2.472,1.078,38.43,497,2.94,454655.39
TONUSDT+DYDXUSDT+ENSUSDT+XLMUSDT,4,1.0,90.66,33.86,19.66,2.57,1.076,38.43,497,2.94,666968.42
TONUSDT+DYDXUSDT+WLDUSDT+XLMUSDT,4,0.75,67.85,30.09,19.61,2.021,1.063,34.89,619,2.94,458529.41
TONUSDT+DYDXUSDT+WLDUSDT+XLMUSDT,4,1.0,90.45,33.51,25.31,2.044,1.06,34.89,619,2.94,664729.0
TONUSDT+RUNEUSDT+XRPUSDT+BOMEUSDT,4,0.75,58.37,30.02,13.51,2.149,1.068,35.95,484,2.98,392747.29
TONUSDT+RUNEUSDT+XRPUSDT+BOMEUSDT,4,1.0,78.14,33.42,17.61,2.169,1.066,35.95,484,2.98,557420.74
TONUSDT+RUNEUSDT+XRPUSDT+ENSUSDT,4,0.75,60.38,30.02,13.13,2.157,1.096,36.99,492,2.98,407813.91
TONUSDT+RUNEUSDT+XRPUSDT+ENSUSDT,4,1.0,81.28,33.42,17.15,2.175,1.094,36.99,492,2.98,587101.74
TONUSDT+RUNEUSDT+XRPUSDT+WLDUSDT,4,0.75,85.14,30.03,16.17,2.163,1.291,35.42,624,2.98,625108.21
TONUSDT+RUNEUSDT+XRPUSDT+WLDUSDT,4,1.0,117.0,33.43,21.05,2.173,1.287,35.42,624,2.98,1002611.19
TONUSDT+RUNEUSDT+XRPUSDT+XLMUSDT,4,0.75,88.86,30.4,16.08,2.272,1.235,35.49,617,2.98,663270.23
TONUSDT+RUNEUSDT+XRPUSDT+XLMUSDT,4,1.0,119.95,33.84,21.01,2.282,1.224,35.49,617,2.98,1043793.49
TONUSDT+RUNEUSDT+BOMEUSDT+ENSUSDT,4,0.75,44.29,29.69,11.18,2.341,0.932,37.26,365,2.71,270331.26
TONUSDT+RUNEUSDT+BOMEUSDT+ENSUSDT,4,1.0,58.69,33.07,14.3,2.412,0.93,37.26,365,2.71,349936.79
TONUSDT+RUNEUSDT+BOMEUSDT+WLDUSDT,4,0.75,68.82,29.7,14.91,2.358,1.174,34.98,466,2.83,439320.74
TONUSDT+RUNEUSDT+BOMEUSDT+WLDUSDT,4,1.0,93.79,33.09,19.41,2.403,1.172,34.98,466,2.83,648733.58
TONUSDT+RUNEUSDT+BOMEUSDT+XLMUSDT,4,0.75,66.43,30.17,15.71,2.35,1.056,34.92,484,2.94,447206.26
TONUSDT+RUNEUSDT+BOMEUSDT+XLMUSDT,4,1.0,88.68,33.86,20.4,2.39,1.053,34.92,484,2.94,646810.88
TONUSDT+RUNEUSDT+ENSUSDT+WLDUSDT,4,0.75,67.24,29.7,13.86,2.334,1.168,36.55,487,2.83,427772.51
TONUSDT+RUNEUSDT+ENSUSDT+WLDUSDT,4,1.0,91.35,33.09,18.18,2.374,1.165,36.55,487,2.83,625893.36
TONUSDT+RUNEUSDT+ENSUSDT+XLMUSDT,4,0.75,65.98,30.17,15.07,2.267,1.053,36.33,501,2.94,443648.81
TONUSDT+RUNEUSDT+ENSUSDT+XLMUSDT,4,1.0,88.27,33.86,19.66,2.291,1.051,36.33,501,2.94,642604.68
TONUSDT+RUNEUSDT+WLDUSDT+XLMUSDT,4,0.75,80.48,30.09,19.61,2.131,1.161,35.05,622,2.94,567527.14
TONUSDT+RUNEUSDT+WLDUSDT+XLMUSDT,4,1.0,108.62,33.51,25.31,2.128,1.157,35.05,622,2.94,869060.5
TONUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,0.75,67.0,30.02,10.52,2.382,1.167,37.92,501,2.98,459941.11
TONUSDT+XRPUSDT+BOMEUSDT+ENSUSDT,4,1.0,91.02,33.42,13.8,2.447,1.164,37.92,501,2.98,686031.07
TONUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,0.75,79.23,30.03,17.27,2.191,1.245,36.6,623,2.98,567559.54
TONUSDT+XRPUSDT+BOMEUSDT+WLDUSDT,4,1.0,108.61,33.44,22.4,2.24,1.244,36.6,623,2.98,891654.5
TONUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,0.75,81.38,30.4,16.08,2.267,1.178,36.68,627,2.98,588121.48
TONUSDT+XRPUSDT+BOMEUSDT+XLMUSDT,4,1.0,108.97,33.84,21.01,2.31,1.168,36.68,627,2.98,896230.77
TONUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,0.75,68.28,30.03,19.48,1.984,1.156,36.63,647,2.98,470554.49
TONUSDT+XRPUSDT+ENSUSDT+WLDUSDT,4,1.0,92.42,33.43,25.17,2.007,1.154,36.63,647,2.98,701162.55
